edad,abandono,viajes,departamento,distancia_casa,educacion,carrera,empleados,satisfaccion_entorno,implicacion,nivel_laboral,puesto,satisfaccion_trabajo,estado_civil,salario_mes,num_empresas_anteriores,mayor_edad,horas_extra,incremento_salario_porc,evaluacion,satisfaccion_companeros,horas_quincena,nivel_acciones,anos_experiencia,num_formaciones_ult_ano,anos_compania,anos_desde_ult_promocion,anos_con_manager_actual
42,No,Travel_Rarely,Research & Development,7,Universitaria,Systems Engineer,1,Media,Muy_Alta,2,Research Scientist,Muy_Alta,Married,2372,6,Y,Yes,16,Alta,Muy_Alta,80,0,18,2,1,0,0
28,No,Travel_Frequently,Research & Development,2,Secundaria,Software Engineer,1,Muy_Alta,Media,1,Laboratory Technician,Media,Married,3867,1,Y,Yes,12,Alta,Media,80,1,2,2,2,2,2
51,No,Travel_Frequently,Research & Development,6,Secundaria,Systems Engineer,1,Media,Media,1,Laboratory Technician,Media,Single,2838,0,Y,No,14,Alta,Media,80,0,8,6,7,7,7
30,No,Non-Travel,Research & Development,9,Universitaria,Systems Engineer,1,Alta,Alta,2,Data Scientist,Alta,Single,4695,7,Y,Yes,18,Alta,Alta,80,0,10,3,8,1,7
29,Yes,Travel_Rarely,Research & Development,7,Universitaria,Software Technologist,1,Media,Alta,1,Laboratory Technician,Alta,Divorced,3339,3,Y,Yes,13,Alta,Baja,80,2,10,2,7,7,7
28,No,Travel_Rarely,Research & Development,1,Universitaria,Software Technologist,1,Muy_Alta,Alta,1,Research Scientist,Alta,Single,2080,2,Y,No,11,Alta,Media,80,0,5,2,3,1,2
25,No,Travel_Rarely,Research & Development,1,Universitaria,Systems Engineer,1,Muy_Alta,Alta,1,Research Scientist,Alta,Single,2096,1,Y,No,18,Alta,Muy_Alta,80,0,2,3,2,2,1
45,No,Travel_Frequently,Research & Development,25,Universitaria,Systems Engineer,1,Media,Alta,5,CTO,Alta,Single,18061,3,Y,No,22,Muy_Alta,Alta,80,0,22,4,0,0,0
39,No,Travel_Rarely,Research & Development,13,Secundaria,Systems Engineer,1,Alta,Media,4,CTO,Media,Divorced,17123,6,Y,Yes,13,Alta,Muy_Alta,80,2,21,4,19,15,2
58,No,Travel_Rarely,Research & Development,23,Universitaria,Software Engineer,1,Baja,Alta,1,Research Scientist,Alta,Divorced,2372,1,Y,No,12,Alta,Muy_Alta,80,2,2,3,2,2,2
32,Yes,Travel_Rarely,Research & Development,7,Universitaria,Software Engineer,1,Muy_Alta,Alta,2,Laboratory Technician,Alta,Married,4883,1,Y,No,18,Alta,Baja,80,1,10,3,10,1,1
36,No,Travel_Rarely,Research & Development,10,Universitaria,Software Technologist,1,Muy_Alta,Alta,3,Software Engineer,Alta,Married,7094,3,Y,No,12,Alta,Baja,80,0,10,0,7,1,7
28,No,Non-Travel,Research & Development,1,Primaria,Software Engineer,1,Alta,Baja,2,Laboratory Technician,Baja,Married,6674,0,Y,No,11,Alta,Baja,80,3,10,6,9,7,5
50,No,Travel_Rarely,Research & Development,28,Universitaria,Software Engineer,1,Muy_Alta,Alta,4,Research Director,Alta,Married,16880,4,Y,Yes,11,Alta,Media,80,0,25,2,3,1,2
30,No,Travel_Rarely,Research & Development,17,Universitaria,Systems Engineer,1,Media,Alta,3,CTO,Alta,Married,11916,1,Y,Yes,23,Muy_Alta,Muy_Alta,80,2,9,2,9,0,8
39,No,Travel_Rarely,Research & Development,18,Universitaria,Software Engineer,1,Baja,Alta,2,Data Scientist,Alta,Single,4534,0,Y,No,11,Alta,Baja,80,0,9,6,8,1,7
44,Yes,Travel_Rarely,Research & Development,3,Universitaria,Software Engineer,1,Baja,Alta,1,Laboratory Technician,Alta,Married,2362,4,Y,No,12,Alta,Alta,80,0,10,4,3,1,2
42,No,Non-Travel,Research & Development,2,Universitaria,Software Engineer,1,Alta,Alta,4,CTO,Alta,Married,17861,0,Y,Yes,13,Alta,Muy_Alta,80,0,21,3,20,2,10
55,No,Travel_Rarely,Research & Development,2,Primaria,Systems Engineer,1,Muy_Alta,Baja,5,CTO,Baja,Married,19187,4,Y,No,14,Alta,Muy_Alta,80,1,23,5,19,9,11
40,No,Non-Travel,Research & Development,16,Universitaria,Software Engineer,1,Alta,Alta,1,Research Scientist,Alta,Divorced,3544,9,Y,No,16,Alta,Media,80,1,6,0,4,0,0
34,No,Travel_Rarely,Research & Development,9,Universitaria,Software Engineer,1,Muy_Alta,Alta,3,Software Engineer,Alta,Divorced,8500,0,Y,No,11,Alta,Muy_Alta,80,1,10,0,9,1,6
40,No,Travel_Rarely,Research & Development,2,Universitaria,Software Engineer,1,Alta,Alta,2,Research Scientist,Alta,Single,4661,1,Y,No,13,Alta,Alta,80,0,9,4,9,8,8
35,No,Travel_Frequently,Research & Development,4,Universitaria,Software Engineer,1,Alta,Alta,2,Research Scientist,Alta,Single,4249,1,Y,Yes,11,Alta,Media,80,0,9,3,9,1,1
25,No,Travel_Rarely,Research & Development,19,Universitaria,Systems Engineer,1,Muy_Alta,Alta,1,Laboratory Technician,Alta,Married,3669,3,Y,No,11,Alta,Alta,80,3,7,6,3,1,2
40,No,Travel_Rarely,Research & Development,1,Universitaria,Software Engineer,1,Media,Alta,1,Laboratory Technician,Alta,Married,2387,3,Y,No,22,Muy_Alta,Alta,80,1,7,3,4,0,3
48,No,Travel_Rarely,Research & Development,4,Universitaria,Software Engineer,1,Muy_Alta,Alta,3,Data Scientist,Alta,Single,7898,1,Y,No,11,Alta,Alta,80,0,11,2,10,0,8
51,No,Travel_Rarely,Research & Development,11,Secundaria,Software Technologist,1,Muy_Alta,Media,4,Data Scientist,Media,Single,13142,3,Y,No,16,Alta,Media,80,0,29,1,5,0,3
18,No,Non-Travel,Research & Development,1,Universitaria,Software Engineer,1,Muy_Alta,Alta,1,Laboratory Technician,Alta,Single,1611,1,Y,No,15,Alta,Alta,80,0,0,5,0,0,0
35,No,Travel_Rarely,Research & Development,1,Secundaria,Systems Engineer,1,Muy_Alta,Media,2,Laboratory Technician,Media,Married,5363,0,Y,No,12,Alta,Media,80,1,10,0,9,0,0
40,No,Travel_Rarely,Research & Development,2,Master,Systems Engineer,1,Media,Muy_Alta,2,Software Engineer,Muy_Alta,Divorced,6377,5,Y,No,20,Muy_Alta,Media,80,3,15,0,12,11,8
38,No,Travel_Frequently,Research & Development,7,Master,Software Engineer,1,Muy_Alta,Muy_Alta,1,Research Scientist,Muy_Alta,Divorced,2610,1,Y,No,11,Alta,Muy_Alta,80,3,4,2,4,0,3
34,No,Travel_Rarely,Research & Development,2,Universitaria,Software Technologist,1,Alta,Alta,2,Software Engineer,Alta,Single,6687,1,Y,No,11,Alta,Muy_Alta,80,0,14,2,14,4,11
31,Yes,Travel_Rarely,Research & Development,22,Universitaria,Systems Engineer,1,Muy_Alta,Alta,2,Data Scientist,Alta,Married,6179,1,Y,Yes,15,Alta,Muy_Alta,80,2,10,3,10,6,7
41,No,Travel_Frequently,Research & Development,22,Universitaria,Software Engineer,1,Muy_Alta,Alta,2,Research Scientist,Alta,Divorced,5467,3,Y,Yes,14,Alta,Baja,80,2,12,4,6,3,3
37,No,Travel_Rarely,Research & Development,4,Universitaria,Software Engineer,1,Alta,Alta,1,Research Scientist,Alta,Married,2996,7,Y,Yes,15,Alta,Muy_Alta,80,0,8,2,6,1,3
52,No,Travel_Frequently,Research & Development,28,Master,Systems Engineer,1,Muy_Alta,Muy_Alta,4,Data Scientist,Muy_Alta,Married,13247,2,Y,Yes,11,Alta,Media,80,1,24,3,5,0,2
27,Yes,Travel_Rarely,Research & Development,17,Universitaria,Software Engineer,1,Muy_Alta,Alta,1,Research Scientist,Alta,Single,2394,1,Y,Yes,13,Alta,Muy_Alta,80,0,8,2,8,7,7
52,No,Travel_Rarely,Research & Development,8,Universitaria,Other,1,Alta,Alta,1,Laboratory Technician,Alta,Married,2950,9,Y,No,13,Alta,Alta,80,0,12,2,5,0,4
37,No,Travel_Rarely,Research & Development,11,Universitaria,Systems Engineer,1,Baja,Alta,1,Laboratory Technician,Alta,Single,3629,4,Y,No,18,Alta,Baja,80,0,8,6,3,0,2
35,No,Travel_Frequently,Research & Development,18,Universitaria,Software Engineer,1,Alta,Alta,3,Data Scientist,Alta,Single,9362,2,Y,No,11,Alta,Alta,80,0,10,2,2,2,2
49,Yes,Travel_Frequently,Research & Development,28,Secundaria,Software Engineer,1,Baja,Media,2,Laboratory Technician,Media,Single,4284,3,Y,No,20,Muy_Alta,Baja,80,0,20,2,4,1,3
29,Yes,Travel_Frequently,Research & Development,14,Universitaria,Other,1,Alta,Alta,3,Software Engineer,Alta,Single,7553,0,Y,Yes,12,Alta,Baja,80,0,9,1,8,7,7
54,No,Travel_Rarely,Research & Development,1,Universitaria,Systems Engineer,1,Muy_Alta,Alta,4,Research Director,Alta,Single,17328,6,Y,No,19,Alta,Muy_Alta,80,0,29,3,20,12,7
58,No,Travel_Rarely,Research & Development,1,Universitaria,Systems Engineer,1,Muy_Alta,Alta,5,Research Director,Alta,Married,19701,3,Y,Yes,21,Muy_Alta,Alta,80,1,32,3,9,1,5
55,No,Travel_Rarely,Research & Development,1,Master,Systems Engineer,1,Media,Muy_Alta,4,Research Director,Muy_Alta,Divorced,14732,2,Y,No,13,Alta,Muy_Alta,80,2,31,4,7,0,0
31,No,Travel_Rarely,Research & Development,8,Universitaria,Software Engineer,1,Baja,Alta,4,Research Director,Alta,Single,16422,3,Y,No,11,Alta,Alta,80,0,9,3,3,1,0
34,No,Travel_Frequently,Research & Development,1,Universitaria,Other,1,Muy_Alta,Alta,1,Research Scientist,Alta,Divorced,2996,5,Y,No,14,Alta,Alta,80,2,10,2,4,1,3
31,Yes,Travel_Rarely,Research & Development,8,Secundaria,Software Engineer,1,Baja,Media,1,Research Scientist,Media,Single,1261,1,Y,No,12,Alta,Alta,80,0,1,3,1,0,0
27,No,Travel_Rarely,Research & Development,11,Universitaria,Software Engineer,1,Media,Alta,1,Laboratory Technician,Alta,Married,2099,0,Y,No,14,Alta,Media,80,0,6,3,5,1,4
36,No,Travel_Rarely,Research & Development,4,Secundaria,Software Engineer,1,Baja,Media,2,Laboratory Technician,Media,Single,5810,1,Y,No,16,Alta,Alta,80,0,10,2,10,1,8
47,No,Travel_Rarely,Research & Development,1,Universitaria,Software Technologist,1,Baja,Alta,1,Research Scientist,Alta,Married,3420,7,Y,No,12,Alta,Alta,80,1,17,2,6,1,2
56,No,Travel_Rarely,Research & Development,1,Universitaria,Software Engineer,1,Baja,Alta,1,Research Scientist,Alta,Married,2066,2,Y,No,22,Muy_Alta,Muy_Alta,80,1,5,3,3,1,0
47,No,Travel_Rarely,Research & Development,2,Universitaria,Systems Engineer,1,Baja,Alta,4,Research Director,Alta,Married,17169,3,Y,No,19,Alta,Media,80,2,26,2,20,5,6
34,No,Travel_Rarely,Research & Development,1,Secundaria,Software Engineer,1,Muy_Alta,Media,1,Laboratory Technician,Media,Married,3294,5,Y,No,17,Alta,Baja,80,1,7,2,5,0,2
41,No,Travel_Rarely,Research & Development,5,Master,Systems Engineer,1,Media,Muy_Alta,1,Research Scientist,Muy_Alta,Married,2127,2,Y,Yes,12,Alta,Baja,80,0,7,5,4,0,3
39,Yes,Non-Travel,Research & Development,2,Secundaria,Software Engineer,1,Baja,Media,1,Laboratory Technician,Media,Single,3646,2,Y,Yes,23,Muy_Alta,Media,80,0,11,2,1,0,0
31,Yes,Travel_Frequently,Research & Development,1,Master,Software Engineer,1,Alta,Muy_Alta,3,Data Scientist,Muy_Alta,Single,7446,1,Y,No,11,Alta,Baja,80,0,10,2,10,4,7
31,Yes,Travel_Frequently,Research & Development,2,Universitaria,Software Engineer,1,Media,Alta,1,Laboratory Technician,Alta,Married,3722,6,Y,Yes,13,Alta,Alta,80,1,7,2,2,2,2
40,No,Non-Travel,Research & Development,8,Secundaria,Systems Engineer,1,Muy_Alta,Media,3,Research Director,Media,Divorced,13757,2,Y,No,11,Alta,Alta,80,1,16,5,9,4,8
44,No,Non-Travel,Research & Development,5,Secundaria,Software Engineer,1,Alta,Media,1,Laboratory Technician,Media,Single,3162,3,Y,No,14,Alta,Muy_Alta,80,0,7,5,5,0,3
40,No,Travel_Rarely,Research & Development,2,Universitaria,Systems Engineer,1,Alta,Alta,1,Research Scientist,Alta,Divorced,2345,2,Y,No,14,Alta,Alta,80,1,8,3,3,1,2
42,No,Travel_Frequently,Research & Development,9,Universitaria,Systems Engineer,1,Baja,Alta,1,Laboratory Technician,Alta,Single,3673,1,Y,No,13,Alta,Alta,80,0,12,3,12,5,8
57,No,Travel_Rarely,Research & Development,1,Master,Software Engineer,1,Media,Muy_Alta,2,Research Scientist,Muy_Alta,Married,4900,0,Y,No,24,Muy_Alta,Baja,80,1,13,2,12,2,8
49,No,Travel_Rarely,Research & Development,7,Universitaria,Software Engineer,1,Alta,Alta,3,Software Engineer,Alta,Divorced,10466,3,Y,No,14,Alta,Media,80,2,29,3,8,0,7
34,No,Travel_Frequently,Research & Development,15,Universitaria,Systems Engineer,1,Media,Alta,4,Research Director,Alta,Divorced,17007,7,Y,No,14,Alta,Muy_Alta,80,2,16,3,14,6,9
24,Yes,Travel_Frequently,Research & Development,9,Universitaria,Systems Engineer,1,Media,Alta,1,Laboratory Technician,Alta,Single,3172,2,Y,Yes,11,Alta,Alta,80,0,4,2,0,0,0
44,No,Travel_Frequently,Research & Development,2,Universitaria,Systems Engineer,1,Media,Alta,3,Data Scientist,Alta,Single,10209,5,Y,Yes,18,Alta,Media,80,0,16,2,2,2,2
33,No,Travel_Rarely,Research & Development,4,Secundaria,Systems Engineer,1,Baja,Media,1,Laboratory Technician,Media,Married,3838,8,Y,No,11,Alta,Muy_Alta,80,0,8,5,5,0,2
28,Yes,Travel_Frequently,Research & Development,2,Secundaria,Systems Engineer,1,Alta,Media,1,Laboratory Technician,Media,Single,2561,7,Y,No,11,Alta,Alta,80,0,8,2,0,0,0
29,No,Travel_Frequently,Research & Development,2,Universitaria,Software Engineer,1,Muy_Alta,Alta,1,Laboratory Technician,Alta,Married,3180,0,Y,No,13,Alta,Alta,80,3,4,3,3,0,2
28,No,Travel_Rarely,Research & Development,29,Primaria,Software Engineer,1,Alta,Baja,2,Data Scientist,Baja,Married,6549,1,Y,No,14,Alta,Media,80,2,8,2,8,1,7
32,No,Travel_Rarely,Research & Development,10,Universitaria,Systems Engineer,1,Alta,Alta,3,CTO,Alta,Single,11244,2,Y,No,25,Muy_Alta,Media,80,0,10,5,5,0,0
54,No,Travel_Frequently,Research & Development,11,Universitaria,Systems Engineer,1,Media,Alta,4,CTO,Alta,Divorced,16032,3,Y,No,20,Muy_Alta,Baja,80,1,26,2,14,1,12
44,No,Travel_Rarely,Research & Development,28,Universitaria,Software Engineer,1,Muy_Alta,Alta,4,Research Director,Alta,Married,16328,3,Y,No,13,Alta,Alta,80,1,24,1,20,14,17
40,Yes,Travel_Rarely,Research & Development,9,Universitaria,Software Engineer,1,Muy_Alta,Alta,1,Laboratory Technician,Alta,Single,2018,3,Y,No,14,Alta,Media,80,0,15,3,5,1,0
31,Yes,Travel_Frequently,Research & Development,3,Universitaria,Software Engineer,1,Muy_Alta,Alta,1,Research Scientist,Alta,Single,4084,1,Y,No,12,Alta,Baja,80,0,7,2,7,7,7
50,No,Travel_Frequently,Research & Development,22,Universitaria,Systems Engineer,1,Alta,Baja,4,Research Director,Baja,Single,14411,1,Y,Yes,13,Alta,Muy_Alta,80,0,32,2,32,13,9
37,No,Travel_Rarely,Research & Development,13,Universitaria,Systems Engineer,1,Baja,Alta,2,Research Scientist,Alta,Married,4285,1,Y,No,17,Alta,Baja,80,0,10,2,10,3,7
29,No,Travel_Rarely,Research & Development,8,Primaria,Other,1,Alta,Baja,2,Software Engineer,Baja,Married,9715,3,Y,No,13,Alta,Alta,80,1,9,3,7,0,7
33,No,Travel_Rarely,Research & Development,25,Secundaria,Software Engineer,1,Muy_Alta,Media,2,Data Scientist,Media,Single,4320,1,Y,No,13,Alta,Muy_Alta,80,0,5,2,5,0,2
45,No,Travel_Rarely,Research & Development,28,Universitaria,Software Technologist,1,Muy_Alta,Alta,1,Research Scientist,Alta,Married,2132,4,Y,No,20,Muy_Alta,Muy_Alta,80,1,8,3,5,0,3
42,No,Travel_Frequently,Research & Development,2,Universitaria,Software Engineer,1,Muy_Alta,Alta,3,Software Engineer,Alta,Married,10124,2,Y,Yes,14,Alta,Alta,80,1,24,3,20,13,9
33,No,Travel_Rarely,Research & Development,28,Universitaria,Software Engineer,1,Media,Alta,2,Laboratory Technician,Alta,Married,5207,1,Y,Yes,12,Alta,Media,80,1,15,3,15,5,7
24,No,Travel_Rarely,Research & Development,21,Secundaria,Software Technologist,1,Alta,Media,1,Laboratory Technician,Media,Divorced,2296,0,Y,No,14,Alta,Media,80,3,2,3,1,0,0
40,No,Non-Travel,Research & Development,8,Universitaria,Software Engineer,1,Muy_Alta,Alta,2,Software Engineer,Alta,Divorced,4069,3,Y,Yes,18,Alta,Alta,80,0,8,2,2,2,2
45,No,Travel_Rarely,Research & Development,1,Universitaria,Software Technologist,1,Baja,Alta,3,Software Engineer,Alta,Divorced,7441,1,Y,No,12,Alta,Baja,80,3,10,4,10,7,7
29,No,Travel_Rarely,Research & Development,9,Master,Software Engineer,1,Alta,Muy_Alta,1,Research Scientist,Muy_Alta,Married,2451,6,Y,No,18,Alta,Baja,80,2,5,2,1,0,0
35,No,Travel_Rarely,Research & Development,1,Universitaria,Systems Engineer,1,Muy_Alta,Media,1,Laboratory Technician,Media,Single,2450,1,Y,No,19,Alta,Media,80,0,3,3,3,1,2
35,Yes,Travel_Rarely,Research & Development,2,Universitaria,Software Engineer,1,Baja,Alta,1,Laboratory Technician,Alta,Divorced,2074,1,Y,Yes,12,Alta,Muy_Alta,80,1,1,2,1,0,0
38,Yes,Travel_Rarely,Research & Development,2,Universitaria,Systems Engineer,1,Alta,Alta,2,Data Scientist,Alta,Married,4855,4,Y,No,11,Alta,Baja,80,2,7,2,5,1,4
48,No,Travel_Rarely,Research & Development,15,Universitaria,Other,1,Alta,Alta,1,Research Scientist,Alta,Married,2367,8,Y,No,12,Alta,Muy_Alta,80,1,10,3,8,7,6
34,No,Travel_Rarely,Research & Development,7,Universitaria,Systems Engineer,1,Baja,Alta,1,Research Scientist,Alta,Single,2972,1,Y,No,13,Alta,Alta,80,0,1,4,1,0,0
26,No,Travel_Rarely,Research & Development,3,Universitaria,Software Engineer,1,Baja,Alta,1,Research Scientist,Alta,Married,2061,1,Y,No,21,Muy_Alta,Baja,80,0,1,5,1,0,0
29,No,Travel_Rarely,Research & Development,3,Universitaria,Systems Engineer,1,Media,Alta,1,Laboratory Technician,Alta,Single,4723,1,Y,Yes,18,Alta,Muy_Alta,80,0,10,3,10,1,5
35,No,Travel_Rarely,Research & Development,10,Universitaria,Systems Engineer,1,Baja,Alta,2,Software Engineer,Alta,Single,6142,3,Y,Yes,16,Alta,Alta,80,0,10,4,5,0,4
29,No,Travel_Frequently,Research & Development,2,Universitaria,Software Engineer,1,Baja,Alta,2,Software Engineer,Alta,Divorced,8853,1,Y,No,19,Alta,Muy_Alta,80,1,6,0,6,1,3
23,No,Travel_Rarely,Research & Development,10,Master,Software Technologist,1,Muy_Alta,Muy_Alta,1,Research Scientist,Muy_Alta,Married,2073,2,Y,No,16,Alta,Muy_Alta,80,1,4,2,2,2,2
36,No,Travel_Frequently,Research & Development,6,Master,Software Engineer,1,Baja,Muy_Alta,2,Laboratory Technician,Muy_Alta,Married,5562,3,Y,Yes,13,Alta,Muy_Alta,80,1,9,3,3,0,2
42,No,Travel_Rarely,Research & Development,9,Secundaria,Other,1,Muy_Alta,Media,5,CTO,Media,Single,19613,8,Y,No,22,Muy_Alta,Muy_Alta,80,0,24,2,1,0,1
35,No,Travel_Rarely,Research & Development,28,Master,Software Engineer,1,Media,Muy_Alta,2,Laboratory Technician,Muy_Alta,Married,3407,1,Y,No,17,Alta,Muy_Alta,80,2,10,3,10,6,8
34,No,Travel_Frequently,Research & Development,10,Secundaria,Software Technologist,1,Muy_Alta,Media,2,Software Engineer,Media,Married,5063,1,Y,No,14,Alta,Media,80,1,8,3,8,7,7
43,No,Travel_Rarely,Research & Development,27,Master,Software Technologist,1,Muy_Alta,Muy_Alta,1,Laboratory Technician,Muy_Alta,Divorced,4876,5,Y,No,12,Alta,Alta,80,1,8,0,6,0,2
28,Yes,Travel_Rarely,Research & Development,24,Universitaria,Systems Engineer,1,Alta,Alta,1,Laboratory Technician,Alta,Married,2408,1,Y,Yes,17,Alta,Alta,80,3,1,3,1,0,0
50,No,Travel_Frequently,Research & Development,20,Universitaria,Systems Engineer,1,Media,Alta,4,Software Engineer,Alta,Married,11245,2,Y,Yes,15,Alta,Alta,80,1,32,3,30,12,13
44,No,Travel_Rarely,Research & Development,7,Universitaria,Systems Engineer,1,Media,Alta,5,Research Director,Alta,Divorced,19049,0,Y,Yes,14,Alta,Muy_Alta,80,1,23,4,22,1,10
45,No,Travel_Rarely,Research & Development,5,Primaria,Systems Engineer,1,Alta,Baja,2,Laboratory Technician,Baja,Single,5769,1,Y,Yes,14,Alta,Baja,80,0,10,3,10,1,4
36,No,Travel_Rarely,Research & Development,12,Universitaria,Software Engineer,1,Alta,Alta,2,Data Scientist,Alta,Married,4663,9,Y,Yes,12,Alta,Media,80,2,7,2,3,1,1
34,No,Travel_Frequently,Research & Development,10,Master,Software Engineer,1,Alta,Muy_Alta,2,Data Scientist,Muy_Alta,Divorced,4724,1,Y,No,13,Alta,Baja,80,1,9,3,9,7,2
39,No,Travel_Rarely,Research & Development,10,Universitaria,Systems Engineer,1,Media,Alta,2,Data Scientist,Alta,Married,5377,2,Y,No,13,Alta,Muy_Alta,80,3,10,3,7,7,7
27,No,Travel_Rarely,Research & Development,19,Secundaria,Other,1,Muy_Alta,Media,1,Laboratory Technician,Media,Divorced,4066,1,Y,No,11,Alta,Baja,80,2,7,3,7,0,7
35,No,Travel_Rarely,Research & Development,18,Master,Software Engineer,1,Media,Muy_Alta,2,Research Scientist,Muy_Alta,Married,5208,1,Y,No,11,Alta,Muy_Alta,80,0,16,2,16,1,10
28,No,Travel_Rarely,Research & Development,27,Primaria,Systems Engineer,1,Media,Baja,2,Data Scientist,Baja,Divorced,4877,0,Y,No,21,Muy_Alta,Media,80,1,6,5,5,0,0
21,No,Travel_Rarely,Research & Development,5,Universitaria,Systems Engineer,1,Alta,Alta,1,Research Scientist,Alta,Single,3117,1,Y,No,18,Alta,Alta,80,0,3,2,2,2,2
39,No,Travel_Rarely,Research & Development,3,Secundaria,Systems Engineer,1,Alta,Media,2,Laboratory Technician,Media,Divorced,3069,0,Y,No,15,Alta,Muy_Alta,80,1,11,3,10,0,7
40,No,Travel_Rarely,Research & Development,15,Universitaria,Software Engineer,1,Baja,Alta,3,Data Scientist,Desconocido,Married,10435,1,Y,No,13,Alta,Muy_Alta,80,2,18,2,18,14,12
35,No,Non-Travel,Research & Development,8,Universitaria,Software Engineer,1,Alta,Alta,2,Software Engineer,Alta,Married,4148,1,Y,No,12,Alta,Muy_Alta,80,1,15,5,14,2,9
39,No,Travel_Frequently,Research & Development,4,Universitaria,Systems Engineer,1,Baja,Alta,2,Data Scientist,Alta,Single,5042,0,Y,No,13,Alta,Muy_Alta,80,0,10,2,9,3,8
45,No,Travel_Rarely,Research & Development,2,Secundaria,Other,1,Muy_Alta,Media,2,Data Scientist,Media,Divorced,5770,1,Y,No,19,Alta,Baja,80,2,10,3,10,3,9
38,No,Travel_Rarely,Research & Development,2,Secundaria,Systems Engineer,1,Muy_Alta,Media,3,Data Scientist,Media,Married,7756,3,Y,Yes,19,Alta,Muy_Alta,80,1,10,6,5,0,2
37,No,Travel_Rarely,Research & Development,10,Universitaria,Systems Engineer,1,Media,Alta,1,Research Scientist,Alta,Married,3936,1,Y,No,11,Alta,Baja,80,1,8,2,8,7,7
40,No,Travel_Rarely,Research & Development,16,Universitaria,Software Engineer,1,Alta,Alta,3,Data Scientist,Alta,Single,7945,6,Y,Yes,15,Alta,Muy_Alta,80,0,18,2,4,3,3
27,No,Travel_Rarely,Research & Development,8,Universitaria,Systems Engineer,1,Media,Muy_Alta,1,Research Scientist,Muy_Alta,Married,3517,7,Y,No,17,Alta,Baja,80,0,5,0,3,0,2
27,No,Travel_Frequently,Research & Development,2,Universitaria,Systems Engineer,1,Muy_Alta,Alta,1,Research Scientist,Alta,Single,2580,2,Y,No,13,Alta,Alta,80,0,6,0,4,1,2
40,Yes,Travel_Rarely,Research & Development,7,Universitaria,Software Engineer,1,Baja,Alta,1,Laboratory Technician,Alta,Single,2166,3,Y,Yes,14,Alta,Media,80,0,10,3,4,0,3
25,No,Travel_Frequently,Research & Development,2,Master,Software Engineer,1,Muy_Alta,Muy_Alta,2,Data Scientist,Muy_Alta,Divorced,5206,1,Y,No,17,Alta,Alta,80,2,7,6,7,0,7
39,No,Travel_Rarely,Research & Development,12,Universitaria,Systems Engineer,1,Muy_Alta,Alta,2,Data Scientist,Alta,Married,5295,4,Y,No,21,Muy_Alta,Alta,80,0,7,3,5,1,0
49,No,Travel_Rarely,Research & Development,22,Universitaria,Other,1,Baja,Alta,4,Research Director,Alta,Married,16413,3,Y,No,16,Alta,Media,80,2,27,2,4,1,2
50,No,Travel_Rarely,Research & Development,17,Secundaria,Software Engineer,1,Muy_Alta,Media,3,Research Director,Media,Divorced,13269,5,Y,No,15,Alta,Alta,80,3,19,3,14,1,11
49,No,Travel_Rarely,Research & Development,6,Secundaria,Software Engineer,1,Alta,Media,4,Software Engineer,Media,Married,13966,2,Y,Yes,19,Alta,Media,80,1,30,3,15,2,12
36,No,Non-Travel,Research & Development,1,Secundaria,Systems Engineer,1,Muy_Alta,Media,2,Data Scientist,Media,Married,4374,0,Y,No,15,Alta,Alta,80,0,4,6,3,1,2
54,No,Travel_Rarely,Research & Development,22,Universitaria,Systems Engineer,1,Media,Alta,4,CTO,Alta,Married,17426,3,Y,No,25,Muy_Alta,Alta,80,1,36,6,10,4,7
32,No,Travel_Rarely,Research & Development,2,Universitaria,Systems Engineer,1,Muy_Alta,Alta,2,Research Scientist,Alta,Divorced,5470,0,Y,No,13,Alta,Alta,80,2,10,4,9,1,6
49,No,Travel_Rarely,Research & Development,16,Universitaria,Systems Engineer,1,Muy_Alta,Alta,1,Laboratory Technician,Alta,Divorced,2587,4,Y,Yes,16,Alta,Media,80,1,17,2,2,2,2
49,No,Travel_Rarely,Research & Development,1,Universitaria,Software Engineer,1,Alta,Alta,4,CTO,Alta,Single,15379,4,Y,No,14,Alta,Baja,80,0,23,2,8,0,0
36,No,Travel_Rarely,Research & Development,26,Universitaria,Software Engineer,1,Baja,Alta,2,Software Engineer,Alta,Married,5347,6,Y,No,14,Alta,Media,80,2,10,2,3,0,2
23,Yes,Travel_Rarely,Research & Development,8,Secundaria,Systems Engineer,1,Muy_Alta,Media,1,Laboratory Technician,Media,Single,3989,1,Y,Yes,11,Alta,Baja,80,0,5,2,5,1,2
38,No,Travel_Rarely,Research & Development,4,Universitaria,Systems Engineer,1,Muy_Alta,Alta,1,Laboratory Technician,Alta,Married,3306,7,Y,No,19,Alta,Muy_Alta,80,1,7,5,0,0,0
55,No,Travel_Rarely,Research & Development,22,Secundaria,Software Technologist,1,Baja,Media,1,Research Scientist,Media,Divorced,3537,5,Y,No,12,Alta,Muy_Alta,80,1,8,1,4,1,2
34,No,Travel_Rarely,Research & Development,5,Secundaria,Systems Engineer,1,Media,Media,2,Laboratory Technician,Media,Married,3986,1,Y,No,14,Alta,Alta,80,1,15,3,15,4,13
60,No,Travel_Rarely,Research & Development,1,Primaria,Systems Engineer,1,Alta,Baja,3,Software Engineer,Baja,Divorced,10883,3,Y,No,20,Muy_Alta,Alta,80,1,19,2,1,0,0
