id,Unnamed: 0,edad,abandono,viajes,departamento,distancia_casa,educacion,carrera,empleados,satisfaccion_entorno,sexo,implicacion,nivel_laboral,puesto,satisfaccion_trabajo,estado_civil,salario_mes,num_empresas_anteriores,mayor_edad,horas_extra,incremento_salario_porc,evaluacion,satisfaccion_companeros,horas_quincena,nivel_acciones,anos_experiencia,num_formaciones_ult_ano,conciliacion,anos_compania,anos_en_puesto,anos_desde_ult_promocion,anos_con_manager_actual
1420,1006,49,Yes,Travel_Frequently,Research & Development,28,Secundaria,Software Engineer,1,Baja,2.0,Media,2,Laboratory Technician,Media,Single,4284,3,Y,No,20,Muy_Alta,Baja,80,0,20,2,,4,,1,3
1421,1007,29,Yes,Travel_Frequently,Research & Development,14,Universitaria,Other,1,Alta,3.0,Alta,3,Software Engineer,Alta,Single,7553,0,Y,Yes,12,Alta,Baja,80,0,9,1,Alta,8,,7,7
1422,1008,54,No,Travel_Rarely,Research & Development,1,Universitaria,Systems Engineer,1,Muy_Alta,3.0,Alta,4,Research Director,Alta,Single,17328,6,Y,No,19,Alta,Muy_Alta,80,0,29,3,,20,,12,7
1423,1009,58,No,Travel_Rarely,Research & Development,1,Universitaria,Systems Engineer,1,Muy_Alta,3.0,Alta,5,Research Director,Alta,Married,19701,3,Y,Yes,21,Muy_Alta,Alta,80,1,32,3,Alta,9,,1,5
1424,1010,55,No,Travel_Rarely,Research & Development,1,Master,Systems Engineer,1,Media,4.0,Muy_Alta,4,Research Director,Muy_Alta,Divorced,14732,2,Y,No,13,Alta,Muy_Alta,80,2,31,4,Muy_Alta,7,,0,0
1430,1014,31,No,Travel_Rarely,Research & Development,8,Universitaria,Software Engineer,1,Baja,3.0,Alta,4,Research Director,Alta,Single,16422,3,Y,No,11,Alta,Alta,80,0,9,3,,3,,1,0
1431,1015,34,No,Travel_Frequently,Research & Development,1,,Other,1,Muy_Alta,3.0,Alta,1,Research Scientist,Alta,Divorced,2996,5,Y,No,14,Alta,Alta,80,2,10,2,Alta,4,,1,3
1433,1016,31,Yes,Travel_Rarely,Research & Development,8,Secundaria,Software Engineer,1,Baja,2.0,Media,1,Research Scientist,Media,Single,1261,1,Y,No,12,Alta,Alta,80,0,1,3,Media,1,,0,0
1434,1017,27,No,Travel_Rarely,Research & Development,11,Universitaria,Software Engineer,1,Media,3.0,Alta,1,Laboratory Technician,Alta,Married,2099,0,Y,No,14,Alta,Media,80,0,6,3,,5,3.0,1,4
1435,1018,36,No,Travel_Rarely,Research & Development,4,Secundaria,Software Engineer,1,Baja,2.0,Media,2,Laboratory Technician,Media,Single,5810,1,Y,No,16,Alta,Alta,80,0,10,2,,10,,1,8
1438,1020,47,No,Travel_Rarely,Research & Development,1,Universitaria,Software Technologist,1,Baja,3.0,Alta,1,Research Scientist,Alta,Married,3420,7,Y,No,12,Alta,Alta,80,1,17,2,Alta,6,,1,2
1441,1023,56,No,Travel_Rarely,Research & Development,1,Universitaria,Software Engineer,1,Baja,3.0,Alta,1,Research Scientist,Alta,Married,2066,2,Y,No,22,Muy_Alta,Muy_Alta,80,1,5,3,,3,,1,0
1443,1024,47,No,Travel_Rarely,Research & Development,2,Universitaria,Systems Engineer,1,Baja,3.0,Alta,4,Research Director,Alta,Married,17169,3,Y,No,19,Alta,Media,80,2,26,2,Alta,20,,5,6
1447,1027,34,No,Travel_Rarely,Research & Development,1,Secundaria,Software Engineer,1,Muy_Alta,,Media,1,Laboratory Technician,Media,Married,3294,5,Y,No,17,Alta,Baja,80,1,7,2,,5,,0,2
1448,1028,41,No,Travel_Rarely,Research & Development,5,Master,Systems Engineer,1,Media,4.0,Muy_Alta,1,Research Scientist,Muy_Alta,Married,2127,2,Y,Yes,12,Alta,Baja,80,0,7,5,Muy_Alta,4,,0,3
1458,1032,39,Yes,Non-Travel,Research & Development,2,Secundaria,Software Engineer,1,Baja,2.0,Media,1,Laboratory Technician,Media,Single,3646,2,Y,Yes,23,Muy_Alta,Media,80,0,11,2,,1,,0,0
1459,1033,31,Yes,Travel_Frequently,Research & Development,1,Master,Software Engineer,1,Alta,4.0,Muy_Alta,3,Data Scientist,Muy_Alta,Single,7446,1,Y,No,11,Alta,Baja,80,0,10,2,,10,,4,7
1464,1036,31,Yes,Travel_Frequently,Research & Development,2,Universitaria,Software Engineer,1,Media,3.0,Alta,1,Laboratory Technician,Alta,Married,3722,6,Y,Yes,13,Alta,Alta,80,1,7,2,,2,3.0,2,2
1468,1040,40,No,Non-Travel,Research & Development,8,Secundaria,Systems Engineer,1,Muy_Alta,2.0,Media,3,Research Director,Media,Divorced,13757,2,Y,No,11,Alta,Alta,80,1,16,5,,9,,4,8
1471,1042,44,No,Non-Travel,Research & Development,5,Secundaria,Software Engineer,1,Alta,2.0,Media,1,Laboratory Technician,Media,Single,3162,3,Y,No,14,Alta,Muy_Alta,80,0,7,5,,5,2.0,0,3
1474,1045,40,No,Travel_Rarely,Research & Development,2,Universitaria,Systems Engineer,1,Alta,3.0,Alta,1,Research Scientist,Alta,Divorced,2345,2,Y,No,14,Alta,Alta,80,1,8,3,Alta,3,,1,2
1480,1050,42,No,Travel_Frequently,Research & Development,9,Universitaria,Systems Engineer,1,Baja,3.0,Alta,1,Laboratory Technician,Alta,Single,3673,1,Y,No,13,Alta,Alta,80,0,12,3,,12,,5,8
1483,1053,57,No,Travel_Rarely,Research & Development,1,Master,Software Engineer,1,Media,,Muy_Alta,2,Research Scientist,Muy_Alta,Married,4900,0,Y,No,24,Muy_Alta,Baja,80,1,13,2,,12,,2,8
1484,1054,49,No,Travel_Rarely,Research & Development,7,Universitaria,Software Engineer,1,Alta,3.0,Alta,3,Software Engineer,Alta,Divorced,10466,3,Y,No,14,Alta,Media,80,2,29,3,,8,3.0,0,7
1485,1055,34,No,Travel_Frequently,Research & Development,15,Universitaria,Systems Engineer,1,Media,3.0,Alta,4,Research Director,Alta,Divorced,17007,7,Y,No,14,Alta,Muy_Alta,80,2,16,3,,14,,6,9
1494,1060,24,Yes,Travel_Frequently,Research & Development,9,Universitaria,Systems Engineer,1,Media,3.0,Alta,1,Laboratory Technician,Alta,Single,3172,2,Y,Yes,11,Alta,Alta,80,0,4,2,,0,,0,0
1496,1062,44,No,Travel_Frequently,Research & Development,2,Universitaria,Systems Engineer,1,Media,3.0,Alta,3,Data Scientist,Alta,Single,10209,5,Y,Yes,18,Alta,Media,80,0,16,2,,2,,2,2
1502,1066,33,No,Travel_Rarely,Research & Development,4,Secundaria,Systems Engineer,1,Baja,2.0,Media,1,Laboratory Technician,Media,Married,3838,8,Y,No,11,Alta,Muy_Alta,80,0,8,5,Media,5,,0,2
1504,1068,28,Yes,Travel_Frequently,Research & Development,2,Secundaria,Systems Engineer,1,Alta,2.0,Media,1,Laboratory Technician,Media,Single,2561,7,Y,No,11,Alta,Alta,80,0,8,2,Media,0,2.0,0,0
1513,1072,29,No,Travel_Frequently,Research & Development,2,Universitaria,Software Engineer,1,Muy_Alta,,Alta,1,Laboratory Technician,Alta,Married,3180,0,Y,No,13,Alta,Alta,80,3,4,3,,3,,0,2
1514,1073,28,No,Travel_Rarely,Research & Development,29,Primaria,Software Engineer,1,Alta,,Baja,2,Data Scientist,Baja,Married,6549,1,Y,No,14,Alta,Media,80,2,8,2,Baja,8,,1,7
1516,1075,32,No,Travel_Rarely,Research & Development,10,Universitaria,Systems Engineer,1,Alta,3.0,Alta,3,CTO,Alta,Single,11244,2,Y,No,25,Muy_Alta,Media,80,0,10,5,Alta,5,3.0,0,0
1520,1076,54,No,Travel_Frequently,Research & Development,11,Universitaria,Systems Engineer,1,Media,3.0,Alta,4,CTO,Alta,Divorced,16032,3,Y,No,20,Muy_Alta,Baja,80,1,26,2,,14,,1,12
1523,1078,44,No,Travel_Rarely,Research & Development,28,Universitaria,Software Engineer,1,Muy_Alta,3.0,Alta,4,Research Director,Alta,Married,16328,3,Y,No,13,Alta,Alta,80,1,24,1,,20,,14,17
1534,1083,40,Yes,Travel_Rarely,Research & Development,9,Universitaria,Software Engineer,1,Muy_Alta,,Alta,1,Laboratory Technician,Alta,Single,2018,3,Y,No,14,Alta,Media,80,0,15,3,,5,3.0,1,0
1537,1085,31,Yes,Travel_Frequently,Research & Development,3,Universitaria,Software Engineer,1,Muy_Alta,,Alta,1,Research Scientist,Alta,Single,4084,1,Y,No,12,Alta,Baja,80,0,7,2,,7,,7,7
1539,1086,50,No,Travel_Frequently,Research & Development,22,,Systems Engineer,1,Alta,1.0,Baja,4,Research Director,,Single,14411,1,Y,Yes,13,Alta,Muy_Alta,80,0,32,2,,32,,13,9
1543,1089,37,No,Travel_Rarely,Research & Development,13,Universitaria,Systems Engineer,1,Baja,3.0,Alta,2,Research Scientist,Alta,Married,4285,1,Y,No,17,Alta,Baja,80,0,10,2,,10,,3,7
1544,1090,29,No,Travel_Rarely,Research & Development,8,Primaria,Other,1,Alta,,Baja,2,Software Engineer,Baja,Married,9715,3,Y,No,13,Alta,Alta,80,1,9,3,,7,,0,7
1545,1091,33,No,Travel_Rarely,Research & Development,25,Secundaria,Software Engineer,1,Muy_Alta,2.0,Media,2,Data Scientist,Media,Single,4320,1,Y,No,13,Alta,Muy_Alta,80,0,5,2,,5,,0,2
1546,1092,45,No,Travel_Rarely,Research & Development,28,Universitaria,Software Technologist,1,Muy_Alta,3.0,Alta,1,Research Scientist,Alta,Married,2132,4,Y,No,20,Muy_Alta,Muy_Alta,80,1,8,3,,5,,0,3
1547,1093,42,No,Travel_Frequently,Research & Development,2,Universitaria,Software Engineer,1,Muy_Alta,3.0,Alta,3,Software Engineer,Alta,Married,10124,2,Y,Yes,14,Alta,Alta,80,1,24,3,Alta,20,,13,9
1549,1095,33,No,Travel_Rarely,Research & Development,28,Universitaria,Software Engineer,1,Media,3.0,Alta,2,Laboratory Technician,Alta,Married,5207,1,Y,Yes,12,Alta,Media,80,1,15,3,,15,3.0,5,7
1551,1097,24,No,Travel_Rarely,Research & Development,21,Secundaria,Software Technologist,1,Alta,2.0,Media,1,Laboratory Technician,Media,Divorced,2296,0,Y,No,14,Alta,Media,80,3,2,3,Media,1,,0,0
1552,1098,40,No,Non-Travel,Research & Development,8,Universitaria,Software Engineer,1,Muy_Alta,3.0,Alta,2,Software Engineer,Alta,Divorced,4069,3,Y,Yes,18,Alta,Alta,80,0,8,2,,2,,2,2
1553,1099,45,No,Travel_Rarely,Research & Development,1,Universitaria,Software Technologist,1,Baja,3.0,Alta,3,Software Engineer,Alta,Divorced,7441,1,Y,No,12,Alta,Baja,80,3,10,4,,10,,7,7
1558,1104,29,No,Travel_Rarely,Research & Development,9,Master,Software Engineer,1,Alta,4.0,Muy_Alta,1,Research Scientist,Muy_Alta,Married,2451,6,Y,No,18,Alta,Baja,80,2,5,2,,1,,0,0
1564,1108,35,No,Travel_Rarely,Research & Development,1,,Systems Engineer,1,Muy_Alta,2.0,Media,1,Laboratory Technician,Media,Single,2450,1,Y,No,19,Alta,Media,80,0,3,3,Media,3,,1,2
1569,1110,35,Yes,Travel_Rarely,Research & Development,2,Universitaria,Software Engineer,1,Baja,3.0,Alta,1,Laboratory Technician,Alta,Divorced,2074,1,Y,Yes,12,Alta,Muy_Alta,80,1,1,2,,1,3.0,0,0
1573,1112,38,Yes,Travel_Rarely,Research & Development,2,Universitaria,Systems Engineer,1,Alta,3.0,Alta,2,Data Scientist,Alta,Married,4855,4,Y,No,11,Alta,Baja,80,2,7,2,,5,,1,4
1576,1114,48,No,Travel_Rarely,Research & Development,15,Universitaria,Other,1,Alta,3.0,Alta,1,Research Scientist,Alta,Married,2367,8,Y,No,12,Alta,Muy_Alta,80,1,10,3,Alta,8,,7,6
1577,1115,34,No,Travel_Rarely,Research & Development,7,Universitaria,Systems Engineer,1,Baja,3.0,Alta,1,Research Scientist,Alta,Single,2972,1,Y,No,13,Alta,Alta,80,0,1,4,Alta,1,,0,0
1581,1118,26,No,Travel_Rarely,Research & Development,3,,Software Engineer,1,Baja,3.0,Alta,1,Research Scientist,Alta,Married,2061,1,Y,No,21,Muy_Alta,Baja,80,0,1,5,,1,,0,0
1586,1122,29,No,Travel_Rarely,Research & Development,3,Universitaria,Systems Engineer,1,Media,3.0,Alta,1,Laboratory Technician,Alta,Single,4723,1,Y,Yes,18,Alta,Muy_Alta,80,0,10,3,,10,,1,5
1587,1123,35,No,Travel_Rarely,Research & Development,10,Universitaria,Systems Engineer,1,Baja,3.0,Alta,2,Software Engineer,Alta,Single,6142,3,Y,Yes,16,Alta,Alta,80,0,10,4,,5,,0,4
1590,1125,29,No,Travel_Frequently,Research & Development,2,Universitaria,Software Engineer,1,Baja,,Alta,2,Software Engineer,Alta,Divorced,8853,1,Y,No,19,Alta,Muy_Alta,80,1,6,0,Alta,6,,1,3
1592,1127,23,No,Travel_Rarely,Research & Development,10,Master,Software Technologist,1,Muy_Alta,4.0,Muy_Alta,1,Research Scientist,Muy_Alta,Married,2073,2,Y,No,16,Alta,Muy_Alta,80,1,4,2,,2,,2,2
1594,1128,36,No,Travel_Frequently,Research & Development,6,Master,Software Engineer,1,Baja,4.0,Muy_Alta,2,Laboratory Technician,Muy_Alta,Married,5562,3,Y,Yes,13,Alta,Muy_Alta,80,1,9,3,Muy_Alta,3,,0,2
1595,1129,42,No,Travel_Rarely,Research & Development,9,Secundaria,Other,1,Muy_Alta,2.0,Media,5,CTO,Media,Single,19613,8,Y,No,22,Muy_Alta,Muy_Alta,80,0,24,2,,1,,0,1
1596,1130,35,No,Travel_Rarely,Research & Development,28,Master,Software Engineer,1,Media,4.0,Muy_Alta,2,Laboratory Technician,Muy_Alta,Married,3407,1,Y,No,17,Alta,Muy_Alta,80,2,10,3,Muy_Alta,10,,6,8
1597,1131,34,No,Travel_Frequently,Research & Development,10,Secundaria,Software Technologist,1,Muy_Alta,2.0,Media,2,Software Engineer,Media,Married,5063,1,Y,No,14,Alta,Media,80,1,8,3,Media,8,,7,7
1599,1133,43,No,Travel_Rarely,Research & Development,27,Master,Software Technologist,1,Muy_Alta,4.0,Muy_Alta,1,Laboratory Technician,Muy_Alta,Divorced,4876,5,Y,No,12,Alta,Alta,80,1,8,0,Muy_Alta,6,,0,2
1604,1136,28,Yes,Travel_Rarely,Research & Development,24,,Systems Engineer,1,Alta,,Alta,1,Laboratory Technician,Alta,Married,2408,1,Y,Yes,17,Alta,Alta,80,3,1,3,Alta,1,3.0,0,0
1606,1138,50,No,Travel_Frequently,Research & Development,20,Universitaria,Systems Engineer,1,Media,3.0,Alta,4,Software Engineer,Alta,Married,11245,2,Y,Yes,15,Alta,Alta,80,1,32,3,,30,,12,13
1608,1140,44,No,Travel_Rarely,Research & Development,7,Universitaria,Systems Engineer,1,Media,3.0,Alta,5,Research Director,Alta,Divorced,19049,0,Y,Yes,14,Alta,Muy_Alta,80,1,23,4,Alta,22,,1,10
1611,1142,45,No,Travel_Rarely,Research & Development,5,Primaria,Systems Engineer,1,Alta,1.0,Baja,2,Laboratory Technician,Baja,Single,5769,1,Y,Yes,14,Alta,Baja,80,0,10,3,,10,,1,4
1614,1145,36,No,Travel_Rarely,Research & Development,12,Universitaria,Software Engineer,1,Alta,3.0,Alta,2,Data Scientist,,Married,4663,9,Y,Yes,12,Alta,Media,80,2,7,2,Alta,3,,1,1
1615,1146,34,No,Travel_Frequently,Research & Development,10,Master,Software Engineer,1,Alta,4.0,Muy_Alta,2,Data Scientist,Muy_Alta,Divorced,4724,1,Y,No,13,Alta,Baja,80,1,9,3,Muy_Alta,9,,7,2
1618,1148,39,No,Travel_Rarely,Research & Development,10,Universitaria,Systems Engineer,1,Media,3.0,Alta,2,Data Scientist,Alta,Married,5377,2,Y,No,13,Alta,Muy_Alta,80,3,10,3,Alta,7,,7,7
1619,1149,27,No,Travel_Rarely,Research & Development,19,Secundaria,Other,1,Muy_Alta,2.0,Media,1,Laboratory Technician,Media,Divorced,4066,1,Y,No,11,Alta,Baja,80,2,7,3,Media,7,,0,7
1621,1150,35,No,Travel_Rarely,Research & Development,18,Master,Software Engineer,1,Media,4.0,Muy_Alta,2,Research Scientist,Muy_Alta,Married,5208,1,Y,No,11,Alta,Muy_Alta,80,0,16,2,Muy_Alta,16,,1,10
1622,1151,28,No,Travel_Rarely,Research & Development,27,Primaria,Systems Engineer,1,Media,1.0,Baja,2,Data Scientist,Baja,Divorced,4877,0,Y,No,21,Muy_Alta,Media,80,1,6,5,,5,,0,0
1623,1152,21,No,Travel_Rarely,Research & Development,5,Universitaria,Systems Engineer,1,Alta,3.0,Alta,1,Research Scientist,,Single,3117,1,Y,No,18,Alta,Alta,80,0,3,2,,2,3.0,2,2
1627,1155,39,No,Travel_Rarely,Research & Development,3,Secundaria,Systems Engineer,1,Alta,2.0,Media,2,Laboratory Technician,Media,Divorced,3069,0,Y,No,15,Alta,Muy_Alta,80,1,11,3,,10,,0,7
1628,1156,40,No,Travel_Rarely,Research & Development,15,,Software Engineer,1,Baja,,,3,Data Scientist,,Married,10435,1,Y,No,13,Alta,Muy_Alta,80,2,18,2,,18,,14,12
1630,1157,35,No,Non-Travel,Research & Development,8,Universitaria,Software Engineer,1,Alta,3.0,Alta,2,Software Engineer,Alta,Married,4148,1,Y,No,12,Alta,Muy_Alta,80,1,15,5,,14,,2,9
1633,1159,39,No,Travel_Frequently,Research & Development,4,Universitaria,Systems Engineer,1,Baja,3.0,Alta,2,Data Scientist,Alta,Single,5042,0,Y,No,13,Alta,Muy_Alta,80,0,10,2,Alta,9,,3,8
1635,1160,45,No,Travel_Rarely,Research & Development,2,Secundaria,Other,1,Muy_Alta,2.0,Media,2,Data Scientist,Media,Divorced,5770,1,Y,No,19,Alta,Baja,80,2,10,3,Media,10,,3,9
1638,1161,38,No,Travel_Rarely,Research & Development,2,Secundaria,Systems Engineer,1,Muy_Alta,2.0,Media,3,Data Scientist,Media,Married,7756,3,Y,Yes,19,Alta,Muy_Alta,80,1,10,6,,5,,0,2
1640,1163,37,No,Travel_Rarely,Research & Development,10,Universitaria,Systems Engineer,1,Media,3.0,Alta,1,Research Scientist,Alta,Married,3936,1,Y,No,11,Alta,Baja,80,1,8,2,Alta,8,,7,7
1641,1164,40,No,Travel_Rarely,Research & Development,16,Universitaria,Software Engineer,1,Alta,,Alta,3,Data Scientist,Alta,Single,7945,6,Y,Yes,15,Alta,Muy_Alta,80,0,18,2,,4,,3,3
1647,1169,27,No,Travel_Rarely,Research & Development,8,,Systems Engineer,1,Media,4.0,Muy_Alta,1,Research Scientist,Muy_Alta,Married,3517,7,Y,No,17,Alta,Baja,80,0,5,0,,3,,0,2
1648,1170,27,No,Travel_Frequently,Research & Development,2,Universitaria,Systems Engineer,1,Muy_Alta,3.0,Alta,1,Research Scientist,Alta,Single,2580,2,Y,No,13,Alta,Alta,80,0,6,0,Alta,4,3.0,1,2
1649,1171,40,Yes,Travel_Rarely,Research & Development,7,Universitaria,Software Engineer,1,Baja,,Alta,1,Laboratory Technician,Alta,Single,2166,3,Y,Yes,14,Alta,Media,80,0,10,3,Alta,4,3.0,0,3
1653,1174,25,No,Travel_Frequently,Research & Development,2,Master,Software Engineer,1,Muy_Alta,4.0,Muy_Alta,2,Data Scientist,Muy_Alta,Divorced,5206,1,Y,No,17,Alta,Alta,80,2,7,6,,7,,0,7
1654,1175,39,No,Travel_Rarely,Research & Development,12,Universitaria,Systems Engineer,1,Muy_Alta,3.0,Alta,2,Data Scientist,Alta,Married,5295,4,Y,No,21,Muy_Alta,Alta,80,0,7,3,,5,,1,0
1655,1176,49,No,Travel_Rarely,Research & Development,22,Universitaria,Other,1,Baja,,Alta,4,Research Director,Alta,Married,16413,3,Y,No,16,Alta,Media,80,2,27,2,,4,3.0,1,2
1656,1177,50,No,Travel_Rarely,Research & Development,17,Secundaria,Software Engineer,1,Muy_Alta,2.0,Media,3,Research Director,Media,Divorced,13269,5,Y,No,15,Alta,Alta,80,3,19,3,Media,14,,1,11
1661,1181,49,No,Travel_Rarely,Research & Development,6,Secundaria,Software Engineer,1,Alta,2.0,Media,4,Software Engineer,Media,Married,13966,2,Y,Yes,19,Alta,Media,80,1,30,3,Media,15,,2,12
1662,1182,36,No,Non-Travel,Research & Development,1,Secundaria,Systems Engineer,1,Muy_Alta,2.0,Media,2,Data Scientist,Media,Married,4374,0,Y,No,15,Alta,Alta,80,0,4,6,,3,,1,2
1665,1184,54,No,Travel_Rarely,Research & Development,22,Universitaria,Systems Engineer,1,Media,3.0,Alta,4,CTO,Alta,Married,17426,3,Y,No,25,Muy_Alta,Alta,80,1,36,6,Alta,10,,4,7
1671,1190,32,No,Travel_Rarely,Research & Development,2,Universitaria,Systems Engineer,1,Muy_Alta,3.0,Alta,2,Research Scientist,Alta,Divorced,5470,0,Y,No,13,Alta,Alta,80,2,10,4,,9,,1,6
1674,1192,49,No,Travel_Rarely,Research & Development,16,Universitaria,Systems Engineer,1,Muy_Alta,3.0,Alta,1,Laboratory Technician,Alta,Divorced,2587,4,Y,Yes,16,Alta,Media,80,1,17,2,,2,,2,2
1677,1195,49,No,Travel_Rarely,Research & Development,1,Universitaria,Software Engineer,1,Alta,3.0,Alta,4,CTO,Alta,Single,15379,4,Y,No,14,Alta,Baja,80,0,23,2,Alta,8,,0,0
1682,1199,36,No,Travel_Rarely,Research & Development,26,Universitaria,Software Engineer,1,Baja,3.0,Alta,2,Software Engineer,Alta,Married,5347,6,Y,No,14,Alta,Media,80,2,10,2,Alta,3,,0,2
1684,1201,23,Yes,Travel_Rarely,Research & Development,8,Secundaria,Systems Engineer,1,Muy_Alta,2.0,Media,1,Laboratory Technician,Media,Single,3989,1,Y,Yes,11,Alta,Baja,80,0,5,2,,5,,1,2
1687,1202,38,No,Travel_Rarely,Research & Development,4,Universitaria,Systems Engineer,1,Muy_Alta,3.0,Alta,1,Laboratory Technician,Alta,Married,3306,7,Y,No,19,Alta,Muy_Alta,80,1,7,5,,0,,0,0
1694,1207,55,No,Travel_Rarely,Research & Development,22,Secundaria,Software Technologist,1,Baja,,Media,1,Research Scientist,Media,Divorced,3537,5,Y,No,12,Alta,Muy_Alta,80,1,8,1,Media,4,,1,2
1696,1208,34,No,Travel_Rarely,Research & Development,5,Secundaria,Systems Engineer,1,Media,2.0,Media,2,Laboratory Technician,Media,Married,3986,1,Y,No,14,Alta,Alta,80,1,15,3,,15,,4,13
1697,1209,60,No,Travel_Rarely,Research & Development,1,Primaria,Systems Engineer,1,Alta,1.0,Baja,3,Software Engineer,Baja,Divorced,10883,3,Y,No,20,Muy_Alta,Alta,80,1,19,2,Baja,1,,0,0
1698,1210,33,No,Travel_Rarely,Research & Development,21,Master,Systems Engineer,1,Media,4.0,Muy_Alta,1,Laboratory Technician,Muy_Alta,Married,2028,1,Y,No,18,Alta,Muy_Alta,80,3,14,6,,14,,2,13
1703,1214,44,No,Travel_Rarely,Research & Development,2,Master,Software Engineer,1,Alta,4.0,Muy_Alta,3,Software Engineer,Muy_Alta,Married,7879,1,Y,Yes,19,Alta,Media,80,1,9,2,Muy_Alta,8,,6,7
1704,1215,35,No,Travel_Frequently,Research & Development,2,Secundaria,Systems Engineer,1,Baja,2.0,Media,1,Research Scientist,Media,Single,4930,0,Y,Yes,14,Alta,Alta,80,0,6,2,,5,,1,4
1707,1217,24,No,Travel_Rarely,Research & Development,9,Master,Systems Engineer,1,Alta,4.0,Muy_Alta,1,Research Scientist,Muy_Alta,Married,4401,1,Y,No,16,Alta,Muy_Alta,80,1,5,1,Muy_Alta,5,,0,4
1709,1219,29,No,Travel_Rarely,Research & Development,9,Universitaria,Systems Engineer,1,Muy_Alta,,Alta,1,Laboratory Technician,Alta,Married,2974,9,Y,No,17,Alta,Alta,80,1,9,2,,5,,1,2
1719,1225,45,No,Travel_Rarely,Research & Development,28,Secundaria,Software Technologist,1,Muy_Alta,2.0,Media,4,Research Director,Media,Single,16704,1,Y,No,11,Alta,Alta,80,0,21,2,Media,21,,8,6
1720,1226,32,No,Travel_Frequently,Research & Development,10,Universitaria,Software Engineer,1,Baja,3.0,Alta,1,Research Scientist,Alta,Married,3433,6,Y,No,13,Alta,Baja,80,1,10,3,,5,,1,3
1721,1227,31,No,Travel_Rarely,Research & Development,2,Universitaria,Software Engineer,1,Media,3.0,Alta,1,Laboratory Technician,Alta,Married,3477,1,Y,No,14,Alta,Muy_Alta,80,1,6,2,,5,3.0,0,3
1724,1229,40,No,Travel_Rarely,Research & Development,8,Universitaria,Software Engineer,1,Media,3.0,Alta,2,Data Scientist,Alta,Married,6516,2,Y,Yes,16,Alta,Media,80,1,18,3,,1,,0,0
1727,1231,46,No,Travel_Rarely,Research & Development,13,Universitaria,Software Engineer,1,Alta,3.0,Alta,2,Software Engineer,Alta,Single,5562,6,Y,No,14,Alta,Muy_Alta,80,0,19,3,Alta,10,,0,9
1728,1232,35,No,Travel_Rarely,Research & Development,27,Universitaria,Software Engineer,1,Muy_Alta,,Alta,2,Data Scientist,Alta,Married,6883,2,Y,No,16,Alta,Media,80,1,17,3,Alta,7,,0,7
1729,1233,30,No,Travel_Rarely,Research & Development,16,Universitaria,Software Engineer,1,Media,3.0,Alta,1,Research Scientist,Alta,Married,2862,1,Y,No,12,Alta,Media,80,1,10,2,,10,,0,8
1735,1238,23,No,Travel_Rarely,Research & Development,4,Universitaria,Systems Engineer,1,Alta,3.0,Alta,1,Laboratory Technician,Alta,Single,3295,1,Y,No,13,Alta,Alta,80,0,3,3,,3,,1,2
1736,1239,31,No,Travel_Frequently,Research & Development,24,Universitaria,Software Technologist,1,Muy_Alta,3.0,Alta,2,Data Scientist,Alta,Single,5238,2,Y,No,20,Muy_Alta,Muy_Alta,80,0,9,3,,5,,1,4
1737,1240,39,No,Non-Travel,Research & Development,1,Universitaria,Software Engineer,1,Muy_Alta,,Alta,2,Laboratory Technician,Alta,Married,6472,1,Y,Yes,15,Alta,Muy_Alta,80,1,9,2,,9,3.0,5,8
1745,1244,30,No,Travel_Frequently,Research & Development,2,Secundaria,Software Technologist,1,Muy_Alta,2.0,Media,1,Research Scientist,Media,Single,4968,0,Y,No,16,Alta,Muy_Alta,80,0,10,2,,9,,0,7
1753,1250,29,No,Travel_Frequently,Research & Development,1,Master,Software Engineer,1,Muy_Alta,4.0,Muy_Alta,2,Software Engineer,Muy_Alta,Single,6294,8,Y,Yes,12,Alta,Muy_Alta,80,0,10,5,Muy_Alta,3,,0,2
1755,1252,34,No,Travel_Rarely,Research & Development,2,Master,Systems Engineer,1,Muy_Alta,4.0,Muy_Alta,1,Research Scientist,Muy_Alta,Married,2932,0,Y,Yes,14,Alta,Baja,80,3,6,3,Muy_Alta,5,,1,2
1760,1256,38,No,Travel_Frequently,Research & Development,2,Secundaria,Systems Engineer,1,Alta,2.0,Media,1,Laboratory Technician,Media,Married,2468,4,Y,No,14,Alta,Media,80,1,9,4,Media,6,2.0,0,5
1762,1258,29,No,Travel_Rarely,Research & Development,4,Secundaria,Software Technologist,1,Muy_Alta,2.0,Media,1,Research Scientist,Media,Divorced,2109,1,Y,No,13,Alta,Alta,80,1,1,2,,1,,0,0
1764,1260,32,No,Non-Travel,Research & Development,5,Universitaria,Software Technologist,1,Media,3.0,Alta,1,Research Scientist,Alta,Single,2718,2,Y,No,14,Alta,Media,80,0,12,3,,7,,0,7
1766,1261,38,No,Travel_Rarely,Research & Development,18,Primaria,Systems Engineer,1,Media,1.0,Baja,2,Software Engineer,,Married,5811,3,Y,Yes,16,Alta,Alta,80,1,15,2,,1,,1,0
1767,1262,43,Yes,Travel_Frequently,Research & Development,17,,Software Technologist,1,Alta,2.0,Media,1,Research Scientist,Media,Married,2437,9,Y,Yes,16,Alta,Muy_Alta,80,1,6,4,Media,1,,0,0
